"drug_name"	"original_smiles"
"CHEMBL1368758"	"CC(C)c1cc(NNC(=O)Nc2cc(Cl)nc(Cl)c2)nc3c1c(C)nn3C"
"CHEMBL92461"	"COc1ccc(cc1)c2cnc3c(cnn3c2)c4ccsc4"
"CGS-27023A"	"Cl.COc1ccc(cc1)S(=O)(=O)N(Cc2cccnc2)[C@H](C(C)C)C(=O)NO"
"METHADONE"	"CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2"
"BAMBUTEROL"	"CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C"
"NERATINIB"	"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C"
"MIANSERIN"	"CN1CCN2C(C1)c3ccccc3Cc4ccccc24"
"SCRIPTAID"	"ONC(=O)CCCCCN1C(=O)c2cccc3cccc(C1=O)c23"
"COPANLISIB"	"COc1c(OCCCN2CCOCC2)ccc3C4=NCCN4C(=Nc13)NC(=O)c5cnc(N)nc5"
"KETOTIFEN"	"CN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1"
"SURAMIN"	"Cc1ccc(cc1NC(=O)c2cccc(NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)c2)C(=O)Nc7ccc(c8cc(cc(c78)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O"
"DACTOLISIB"	"CN1C(=O)N(c2ccc(cc2)C(C)(C)C#N)c3c1cnc4ccc(cc34)c5cnc6ccccc6c5"
"GABAZINE"	"COc1ccc(cc1)C2=NN(CCCC(=O)O)C(=N)C=C2"
"DIGITOXIN"	"C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C"
"CRIZOTINIB"	"C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl"
"RESIQUIMOD"	"CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O"
"FEXOFENADINE"	"CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4"
"BILOBALIDE"	"CC(C)(C)[C@]1(O)CC2OC(=O)CC23C(=O)OC4OC(=O)[C@H](O)C134"
"AZD-8055"	"COc1ccc(cc1CO)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C"
"FLECAINIDE"	"FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2"
"NMS-1286937"	"COc1ccc(cc1Nc2ncc3CCc4c(nn(C)c4c3n2)C(=O)N)N5CCN(C)CC5"
"ZINC ION"	"[Zn+2]"
"SELUMETINIB"	"Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO"
"ROMIDEPSIN"	"C\C=C\1/NC(=O)[C@@H](CS)NC(=O)[C@H](CC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCS)C(C)C"
"FELBINAC"	"OC(=O)Cc1ccc(cc1)c2ccccc2"
"CHEMBL54918"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=C(F)C(=O)NC2=O"
"PERGOLIDE"	"CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34"
"QUERCETIN"	"OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3"
"ANTAZOLINE"	"C(N(Cc1ccccc1)c2ccccc2)C3=NCCN3"
"BINODENOSON"	"Nc1nc(N\N=C\C2CCCCC2)nc3c1ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O"
"BORTEZOMIB"	"CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O"
"MOCLOBEMIDE"	"Clc1ccc(cc1)C(=O)NCCN2CCOCC2"
"LG-190178"	"CCC(CC)(c1ccc(OCC(O)CO)c(C)c1)c2ccc(OCC(O)C(C)(C)C)c(C)c2"
"CHEMBL2218935"	"C(CN1CCCC1)Oc2ccc(Nc3ncc(s3)c4ccccc4)cc2"
"SARPOGRELATE"	"COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1"
"CHEMBL464552"	"CNC(=O)c1c(F)cccc1Nc2nc(Nc3cc4N(CCc4cc3OC)C(=O)CN(C)C)nc5[nH]ccc25"
"AC-480"	"Cc1c(NC(=O)OC[C@@H]2COCCN2)cn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c13"
"AMG-900"	"Cc1csc(c1)c2nnc(Nc3ccc(Oc4ncccc4c5ccnc(N)n5)cc3)c6ccccc26"
"CAFFEINE"	"CN1C(=O)N(C)c2ncn(C)c2C1=O"
"GEDATOLISIB"	"CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2"
"SF-1126"	"NC(=N)NCCC[C@H](NC(=O)CCC(=O)OC[N+]1(CCOCC1)C2=CC(=O)c3cccc(c3O2)c4ccccc4)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)[O-]"
"CHEMBL302715"	"NS(=O)(=O)c1ccc(cc1)C(=O)NCc2ccccc2"
"CHEMBL415848"	"O=C(C[C@@H](NS(=O)(=O)c1ccc2ccccc2c1)c3ccccc3)N[C@@H]4CCOc5cc(CN6CCCCC6)ccc45"
"SONOLISIB"	"COC[C@H]1OC(=O)\C(=C\N(CC=C)CC=C)\C2=C(O)C(=O)C3=C([C@@H](C[C@@]4(C)[C@H]3CCC4=O)OC(=O)C)[C@@]12C"
"SULPROSTONE"	"CS(=O)(=O)NC(=O)CCC\C=C/C[C@@H]1[C@@H](\C=C\[C@@H](O)COc2ccccc2)[C@H](O)CC1=O"
"CHEMBL86508"	"CC(N)(C(=O)O)c1ccc(cc1)P(=O)(O)O"
"GEDATOLISIB"	"CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2"
"CHEMBL411274"	"OC(Cc1cccc(c1)c2cccc3c2oc4ccccc34)(P(=O)(O)O)P(=O)(O)O"
"FENTANYL"	"CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3"
"NILOTINIB"	"Cc1cn(cn1)c2cc(NC(=O)c3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)cc(c2)C(F)(F)F"
"NALOXONE"	"Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O"
"CHEMBL49895"	"CC(C)(C)C1CCC(CC1)C(=O)Nc2ccc(OC(=O)NN3CCOCC3)cc2"
"AT-7519"	"Clc1cccc(Cl)c1C(=O)Nc2c[nH]nc2C(=O)NC3CCNCC3"
"QUERCETIN"	"OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3"
"CYC-116"	"Cc1nc(N)sc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2"
"XALIPRODEN"	"FC(F)(F)c1cccc(c1)C2=CCN(CCc3ccc4ccccc4c3)CC2"
"ENCORAFENIB"	"COC(=O)N[C@@H](C)CNc1nccc(n1)c2cn(nc2c3cc(Cl)cc(NS(=O)(=O)C)c3F)C(C)C"
"CHEMBL1672127"	"O.CCc1nc(CC(C)(C)C)c(CN)c(c1CC(=O)O)c2ccc(C)cc2"
"DINOPROSTONE"	"CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(=O)O"
"GLYCOPYRROLATE"	"C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3"
"AXITINIB"	"CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2"
"EZOGABINE"	"CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N"
"ANTALARMIN"	"CCCCN(CC)c1nc(C)nc2c1c(C)c(C)n2c3c(C)cc(C)cc3C"
"AZITHROMYCIN"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O"
"BROLAMFETAMINE"	"COc1cc(CC(C)N)c(OC)cc1Br"
"MUSCIMOL"	"NCc1onc(O)c1"
"ZINC ION"	"[Zn+2]"
"COPANLISIB"	"COc1c(OCCCN2CCOCC2)ccc3C4=NCCN4C(=Nc13)NC(=O)c5cnc(N)nc5"
"CHEMBL236994"	"Clc1ccc(cc1)N2C=Nc3c(sc4ncc5OCCNc5c34)C2=O"
"CHEMBL77862"	"CC1Nc2ccc(Cl)cc2S(=O)(=O)N1"
"AZD-6482"	"C[C@@H](Nc1ccccc1C(=O)O)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C"
"VELIPARIB"	"C[C@@]1(CCCN1)c2nc3cccc(C(=O)N)c3[nH]2"
"GLIMEPIRIDE"	"CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O"
"IMATINIB"	"CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1"
"ONDANSETRON"	"Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C"
"CHEMBL306380"	"Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C"
"NICARDIPINE"	"COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C"
"ABEMACICLIB"	"CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)c4cc(F)c5nc(C)n(C(C)C)c5c4)nc2)CC1"
"PREGNENOLONE"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"
"SODIUM PHENYLBUTYRATE"	"[Na+].[O-]C(=O)CCCc1ccccc1"
"SB-705498"	"FC(F)(F)c1ccc(nc1)N2CC[C@H](C2)NC(=O)Nc3ccccc3Br"
"NEMONAPRIDE"	"CNc1cc(OC)c(cc1Cl)C(=O)NC2CCN(Cc3ccccc3)C2C"
"CHEMBL410596"	"CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](N)Cc5ccccc5)C(=O)N[C@@H](Cc6ccccc6)C(=O)N[C@H](Cc7ccc8ccccc8c7)C(=O)N"
"MESALAMINE"	"Nc1ccc(O)c(c1)C(=O)O"
"LEVETIRACETAM"	"CC[C@H](N1CCCC1=O)C(=O)N"
"NAFAMOSTAT"	"NC(=N)Nc1ccc(cc1)C(=O)Oc2ccc3cc(ccc3c2)C(=N)N"
"CABOZANTINIB"	"COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3)c2cc1OC"
"HYDROXYUREA"	"NC(=O)NO"
"IMIPRAMINE"	"CN(C)CCCN1c2ccccc2CCc3ccccc13"
"LENVATINIB"	"COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(=O)N"
"NAFARELIN"	"CC(C)C[C@H](NC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](CO)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](Cc6cnc[nH]6)NC(=O)[C@@H]7CCC(=O)N7)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N8CCC[C@H]8C(=O)NCC(=O)N"
"BENTIROMIDE"	"OC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c3ccccc3)cc1"
"QUERCETIN"	"OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3"
"EPINASTINE"	"NC1=NCC2N1c3ccccc3Cc4ccccc24"
"EXENATIDE"	"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc3cnc[nH]3)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N6CCC[C@H]6C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N7CCC[C@H]7C(=O)N8CCC[C@H]8C(=O)N9CCC[C@H]9C(=O)N[C@@H](CO)C(=O)N"
"HALAZEPAM"	"FC(F)(F)CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13"
"AGOMELATINE"	"COc1ccc2cccc(CCNC(=O)C)c2c1"
"QUERCETIN"	"OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3"
"METOLAZONE"	"CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N"
"CHEMBL418854"	"COc1ccccc1N2CCC(CNCC3COc4ccc(Cl)cc4O3)CC2"
"CHEMBL307483"	"CN(C)C1CCN(CC1)C(=O)\C=C/2\c3ccccc3N(CCC2(F)F)C(=O)c4ccc(NC(=O)c5ccccc5c6ccccc6)cc4"
"PALIPERIDONE"	"CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(O)C5=N1"
"FLUFENAMIC ACID"	"OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F"
"OLMESARTAN"	"CCCc1nc(c(C(=O)O)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4)C(C)(C)O"
"ISONIPECOTIC ACID"	"OC(=O)C1CCNCC1"
"PANOBINOSTAT"	"Cc1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3"
"CHEMBL34155"	"OS(=O)(=O)C1CCNCC1"
"CAPMATINIB"	"CNC(=O)c1ccc(cc1F)c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2"
"CHEMBL301536"	"N[C@@H](C[C@@H](C\C=C\c1ccc2ccccc2c1)C(=O)O)C(=O)O"
"VORINOSTAT"	"ONC(=O)CCCCCCC(=O)Nc1ccccc1"
"CYPROHEPTADINE"	"CN1CCC(=C2c3ccccc3C=Cc4ccccc24)CC1"
"NILOTINIB"	"Cc1cn(cn1)c2cc(NC(=O)c3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)cc(c2)C(F)(F)F"
"LIPOXIN A4"	"CCCCC[C@H](O)\C=C\C=C/C=C/C=C/[C@@H](O)[C@@H](O)CCCC(=O)O"
"MEPERIDINE HYDROCHLORIDE"	"Cl.CCOC(=O)C1(CCN(C)CC1)c2ccccc2"
"SIBENADET"	"Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2ccccc2)c3sc(O)nc13"
"MAGNESIUM"	"[Mg]"
"BUPARLISIB"	"Nc1cc(c(cn1)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F"
"EVEROLIMUS"	"CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO"
"PENTOLINIUM"	"C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1"
"CHEMBL1233686"	"O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(=O)(O)OP(=O)(O)OP(=O)(O)O)n2cnc3c(O)ncnc23"
"TANDUTINIB"	"COc1cc2c(ncnc2cc1OCCCN3CCCCC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5"
"MAPROTILINE"	"CNCCCC12CCC(c3ccccc13)c4ccccc24"
"FILOREXANT"	"C[C@@H]1CC[C@@H](COc2ccc(F)cn2)CN1C(=O)c3cc(C)ccc3c4ncccn4"
"PYRIMETHAMINE"	"CCc1nc(N)nc(N)c1c2ccc(Cl)cc2"
"PENTOXIFYLLINE"	"CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C"
"CHEMBL139677"	"COc1cc2N3[C@H]4[C@@H]5[C@H](CC3=O)OCC=C6C[N+]7(CCl)CC[C@]4([C@@H]7C[C@H]56)c2cc1OC"
"SUNITINIB"	"CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C"
"CHEMBL1179605"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O"
"PLECANATIDE"	"CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](NC2=O)C(C)C)C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(=O)N)C(=O)O"
"PI-103"	"Oc1cccc(c1)c2nc(N3CCOCC3)c4oc5ncccc5c4n2"
"CHEMBL80713"	"COc1ccc(CNc2nc(nc3c2ncn3C(C)C)N(CCO)CCO)cc1"
"RISPERIDONE"	"CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1"
"DEXEFAROXAN"	"CC[C@@]1(Cc2ccccc2O1)C3=NCCN3"
"MILRINONE"	"CC1=C(C=C(C#N)C(=O)N1)c2ccncc2"
"CLOFAZIMINE"	"CC(C)\N=C\1/C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5"
"TIVANTINIB"	"O=C1NC(=O)[C@H]([C@@H]1c2c[nH]c3ccccc23)c4cn5CCCc6cccc4c56"
"NALFURAFINE"	"CN([C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CC6)c45)C(=O)\C=C\c7cocc7"
"CHEMBL279453"	"CCCN(CCC)CC1CCCCN1CCNC(=O)N2c3ccccc3C(=O)Nc4cccnc24"
"ETODOLAC"	"CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12"
"AZD-6482"	"C[C@@H](Nc1ccccc1C(=O)O)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C"
"MIANSERIN"	"CN1CCN2C(C1)c3ccccc3Cc4ccccc24"
"SEMAXANIB"	"Cc1cc(C)c(\C=C\2/C(=O)Nc3ccccc23)[nH]1"
"METHARBITAL"	"CCC1(CC)C(=O)NC(=O)N(C)C1=O"
"FLUMAZENIL"	"CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23"
"VESTIPITANT"	"C[C@@H](N(C)C(=O)N1CCNC[C@@H]1c2ccc(F)cc2C)c3cc(cc(c3)C(F)(F)F)C(F)(F)F"
"OCTANOL"	"CCCCCCCCO"
"DIHYDROMORPHINE"	"CN1CC[C@@]23[C@H]4CC[C@H](O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35"
"APRINDINE"	"CCN(CC)CCCN(C1Cc2ccccc2C1)c3ccccc3"
"MIBEFRADIL"	"COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C"
"GSK-2636771"	"Cc1c(Cn2c(C)nc3c(cc(cc23)N4CCOCC4)C(=O)O)cccc1C(F)(F)F"
"PLX-4720"	"CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F"
"EPIBATIDINE"	"Clc1ccc(cn1)C2CC3CCC2N3"
"CARFILZOMIB"	"CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4"
"MASITINIB"	"CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nc(cs4)c5cccnc5)c3)CC1"
"MUSCIMOL"	"NCc1onc(O)c1"
"SOLIFENACIN"	"O=C(O[C@H]1CN2CCC1CC2)N3CCc4ccccc4[C@@H]3c5ccccc5"
"CAPSAZEPINE"	"Oc1cc2CCCN(Cc2cc1O)C(=S)NCCc3ccc(Cl)cc3"
"CRIZOTINIB"	"C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl"
"NALTRIBEN"	"Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7oc8ccccc8c7C[C@@]36O"
"LISURIDE"	"CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34"
"GSK-9578"	"CCCCCCCN(CCc1ccc(SC(C)(C)C(=O)O)cc1)C(=O)Nc2ccc(F)cc2F"
"SERTINDOLE"	"Fc1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25"
"TRIMETHOPRIM"	"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC"
"CHEMBL313972"	"C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc2ccc(O)c(O)c2"
"BARDOXOLONE METHYL"	"COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]3C(=O)C=C4[C@@](C)(CC[C@H]5C(C)(C)C(=O)C(=C[C@]45C)C#N)[C@]3(C)CC2"
"CILOSTAMIDE"	"CN(C1CCCCC1)C(=O)CCCOc2ccc3nc(O)ccc3c2"
"BORTEZOMIB"	"CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O"
"RIDAFOROLIMUS"	"CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OP(=O)(C)C"
"NAFAMOSTAT"	"NC(=N)Nc1ccc(cc1)C(=O)Oc2ccc3cc(ccc3c2)C(=N)N"
"BETAXOLOL"	"CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1"
"PIMAVANSERIN"	"CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C3CCN(C)CC3)cc1"
"RGB-286638"	"COCCN1CCN(Cc2ccc(cc2)c3n[nH]c4c5cccc(NC(=O)NN6CCOCC6)c5C(=O)c34)CC1"
"NOVOBIOCIN"	"CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@H](Oc2ccc3C(=C(NC(=O)c4ccc(O)c(CC=C(C)C)c4)C(=O)Oc3c2C)O)OC1(C)C"
"CHEMBL114112"	"CCCCN1CCC(COC(=O)c2cc(I)c(N)c3OCCOc23)CC1"
"DIZOCILPINE"	"C[C@]12N[C@H](Cc3ccccc13)c4ccccc24"
"GR-127935"	"COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1N5CCN(C)CC5"
"BENAZEPRILAT"	"OC(=O)CN1C(=O)[C@H](CCc2ccccc12)N[C@@H](CCc3ccccc3)C(=O)O"
"RITONAVIR"	"CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4"
"IMATINIB"	"CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1"
"PKI-166"	"C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(O)cc3)c4ccccc4"
"CHEMBL1628670"	"C1C[C@@H]2[C@H](C1)c3cccc4CNCCN2c34"
"CHEMBL75772"	"COC1=C(Oc2cc(OC)cc(OC)c2C1=O)c3ccccc3"
"BOSUTINIB"	"COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl"
"QUERCETIN"	"OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3"
"ACETAZOLAMIDE"	"CC(=O)Nc1nnc(s1)S(=O)(=O)N"
"CINNARIZINE"	"C(\C=C\c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4"
"AZD-7762"	"NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3cccc(F)c3"
"TERGURIDE"	"CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1"
"CHEMBL173031"	"OC(=O)[C@H]1C[C@@H](Cc2nnn[nH]2)CCN1"
"LUCITANIB"	"CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12"
"LUCITANIB"	"CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12"
"CHEMBL293226"	"COc1ccc(cc1)N(C(C)C)C(=O)CN2C(=O)C(Cc3n[nH]c4ccccc34)C(=O)N(c5ccccc5)c6ccccc26"
"SODIUM PHENYLBUTYRATE"	"[Na+].[O-]C(=O)CCCc1ccccc1"
"FLUMAZENIL"	"CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23"
"CHEMBL516921"	"CN(CCCCOc1ccc2c(nsc2c1)c3ccc(Br)cc3)CC=C"
"NAPHTHALENE"	"c1ccc2ccccc2c1"
"CICAPROST"	"CCC#CC[C@H](C)[C@H](O)C#C[C@H]1[C@H](O)C[C@@H]2C\C(=C/COCC(=O)O)\C[C@H]12"
"PD-0325901"	"OC[C@@H](O)CONC(=O)c1ccc(F)c(F)c1Nc2ccc(I)cc2F"
"PELITINIB"	"CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C"
